dataset,numelements,model,reducer,sample_size,sample_nanoseconds_total,sample_nanoseconds_per_key,prepare_nanoseconds_total,prepare_nanoseconds_per_key,build_nanoseconds_total,build_nanoseconds_per_key,hashing_nanoseconds_total,hashing_nanoseconds_per_key,total_nanoseconds,total_nanoseconds_per_key
fb_200M_uint64,200000000,pgm_hash_eps128_epsrec4,min_max_cutoff,0.100000,988490967,4.942455,1244532451,6.222662,117904642,0.589523,8919879192,44.599396,11270807252,56.354036
fb_200M_uint64,200000000,pgm_hash_eps128_epsrec4,min_max_cutoff,1.000000,575731333,2.878657,14997611356,74.988057,1363341289,6.816706,14048013070,70.240065,30984697048,154.923485
fb_200M_uint64,200000000,pgm_hash_eps16_epsrec4,min_max_cutoff,0.001000,10774011,0.053870,9408535,0.047043,2178434,0.010892,6181331699,30.906658,6203692679,31.018463
fb_200M_uint64,200000000,pgm_hash_eps16_epsrec4,min_max_cutoff,0.010000,104974771,0.524874,105139275,0.525696,23437785,0.117189,7039131870,35.195659,7272683701,36.363419
fb_200M_uint64,200000000,pgm_hash_eps16_epsrec4,min_max_cutoff,0.100000,992491584,4.962458,1247019406,6.235097,149643273,0.748216,11780253273,58.901266,14169407536,70.847038
fb_200M_uint64,200000000,pgm_hash_eps16_epsrec4,min_max_cutoff,1.000000,585070835,2.925354,14800336162,74.001681,1540685810,7.703429,21223894965,106.119475,38149987772,190.749939
fb_200M_uint64,200000000,pgm_hash_eps16_epsrec0,min_max_cutoff,0.001000,11095734,0.055479,8816458,0.044082,1568083,0.007840,8863623464,44.318117,8885103739,44.425519
fb_200M_uint64,200000000,pgm_hash_eps16_epsrec0,min_max_cutoff,0.010000,92911701,0.464559,105052718,0.525264,14060464,0.070302,14671978647,73.359893,14884003530,74.420018
fb_200M_uint64,200000000,pgm_hash_eps16_epsrec0,min_max_cutoff,0.100000,1368547769,6.842739,1267807058,6.339035,126486830,0.632434,25192696035,125.963480,27955537692,139.777688
fb_200M_uint64,200000000,pgm_hash_eps16_epsrec0,min_max_cutoff,1.000000,551057173,2.755286,14571691814,72.858459,1120188961,5.600945,49524065095,247.620325,65767003043,328.835015
fb_200M_uint64,200000000,pgm_hash_eps16_epsrec1,min_max_cutoff,0.001000,10267025,0.051335,9365396,0.046827,1321763,0.006609,5288670292,26.443351,5309624476,26.548122
fb_200M_uint64,200000000,pgm_hash_eps16_epsrec1,min_max_cutoff,0.010000,104910426,0.524552,104856289,0.524281,14210777,0.071054,7894239623,39.471198,8118217115,40.591086
fb_200M_uint64,200000000,pgm_hash_eps16_epsrec1,min_max_cutoff,0.100000,1220473429,6.102367,1268438601,6.342193,120541650,0.602708,13472891967,67.364460,16082345647,80.411728
fb_200M_uint64,200000000,pgm_hash_eps16_epsrec1,min_max_cutoff,1.000000,626233306,3.131167,15389471123,76.947356,1283213900,6.416070,35620212566,178.101063,52919130895,264.595654
fb_200M_uint64,200000000,pgm_hash_eps256_epsrec0,min_max_cutoff,0.001000,11500934,0.057505,8789395,0.043947,1269835,0.006349,4198141572,20.990708,4219701736,21.098509
fb_200M_uint64,200000000,pgm_hash_eps256_epsrec0,min_max_cutoff,0.010000,104979966,0.524900,107810038,0.539050,9290580,0.046453,5323703132,26.618516,5545783716,27.728919
fb_200M_uint64,200000000,pgm_hash_eps256_epsrec0,min_max_cutoff,0.100000,977731919,4.888660,1277197768,6.385989,86635688,0.433178,11114215107,55.571076,13455780482,67.278902
fb_200M_uint64,200000000,pgm_hash_eps256_epsrec0,min_max_cutoff,1.000000,565042831,2.825214,14856723240,74.283616,949638864,4.748194,21098177267,105.490886,37469582202,187.347911
fb_200M_uint64,200000000,pgm_hash_eps256_epsrec1,min_max_cutoff,0.001000,10257128,0.051286,9370654,0.046853,1267931,0.006340,2671589479,13.357947,2692485192,13.462426
fb_200M_uint64,200000000,pgm_hash_eps256_epsrec1,min_max_cutoff,0.010000,103371650,0.516858,111615341,0.558077,9591924,0.047960,4752469511,23.762348,4977048426,24.885242
fb_200M_uint64,200000000,pgm_hash_eps256_epsrec1,min_max_cutoff,0.100000,1005239975,5.026200,1250912036,6.254560,85908424,0.429542,9308082045,46.540410,11650142480,58.250712
fb_200M_uint64,200000000,pgm_hash_eps256_epsrec1,min_max_cutoff,1.000000,526182696,2.630913,14507833802,72.539169,1081163665,5.405818,14551880292,72.759401,30667060455,153.335302
fb_200M_uint64,200000000,pgm_hash_eps256_epsrec4,min_max_cutoff,0.001000,13958102,0.069791,9411992,0.047060,5716604,0.028583,3293872458,16.469362,3322959156,16.614796
fb_200M_uint64,200000000,pgm_hash_eps256_epsrec4,min_max_cutoff,0.010000,104281270,0.521406,111730775,0.558654,9121076,0.045605,3549349601,17.746748,3774482722,18.872414
fb_200M_uint64,200000000,pgm_hash_eps256_epsrec4,min_max_cutoff,0.100000,985253820,4.926269,1262778380,6.313892,87688344,0.438442,8771335332,43.856677,11107055876,55.535279
fb_200M_uint64,200000000,pgm_hash_eps256_epsrec4,min_max_cutoff,1.000000,534448466,2.672242,14475787649,72.378938,1078202988,5.391015,11362592057,56.812960,27451031160,137.255156
fb_200M_uint64,200000000,pgm_hash_eps4_epsrec0,min_max_cutoff,0.001000,10885890,0.054429,9375716,0.046879,1745316,0.008727,12908009336,64.540047,12930016258,64.650081
fb_200M_uint64,200000000,pgm_hash_eps4_epsrec0,min_max_cutoff,0.010000,96510921,0.482555,111484240,0.557421,17117159,0.085586,21370411041,106.852055,21595523361,107.977617
fb_200M_uint64,200000000,pgm_hash_eps4_epsrec0,min_max_cutoff,0.100000,1157965720,5.789829,1296212354,6.481062,146871903,0.734360,38357126078,191.785630,40958176055,204.790880
fb_200M_uint64,200000000,pgm_hash_eps4_epsrec0,min_max_cutoff,1.000000,556761712,2.783809,14642610572,73.213053,1414869569,7.074348,72111864545,360.559323,88726106398,443.630532
fb_200M_uint64,200000000,pgm_hash_eps4_epsrec1,min_max_cutoff,0.001000,12623635,0.063118,9370727,0.046854,1886407,0.009432,7603251203,38.016256,7627131972,38.135660
fb_200M_uint64,200000000,pgm_hash_eps4_epsrec1,min_max_cutoff,0.010000,99735656,0.498678,104742259,0.523711,19740856,0.098704,13150046132,65.750231,13374264903,66.871325
fb_200M_uint64,200000000,pgm_hash_eps4_epsrec1,min_max_cutoff,0.100000,983221728,4.916109,1272622596,6.363113,152301448,0.761507,25907381671,129.536908,28315527443,141.577637
fb_200M_uint64,200000000,pgm_hash_eps4_epsrec1,min_max_cutoff,1.000000,581203529,2.906018,15665953293,78.329766,1637465517,8.187328,76662619974,383.313100,94547242313,472.736212
fb_200M_uint64,200000000,pgm_hash_eps4_epsrec4,min_max_cutoff,0.001000,11529799,0.057649,9401734,0.047009,2236998,0.011185,6722352288,33.611761,6745520819,33.727604
fb_200M_uint64,200000000,pgm_hash_eps4_epsrec4,min_max_cutoff,0.010000,101606121,0.508031,111855193,0.559276,20094267,0.100471,8557460977,42.787305,8791016558,43.955083
fb_200M_uint64,200000000,pgm_hash_eps4_epsrec4,min_max_cutoff,0.100000,1440993318,7.204967,1274040469,6.370202,179435792,0.897179,22429288485,112.146442,25323758064,126.618790
fb_200M_uint64,200000000,pgm_hash_eps4_epsrec4,min_max_cutoff,1.000000,556715448,2.783577,14947321645,74.736608,1578734465,7.893672,32727201933,163.636010,49809973491,249.049867
fb_200M_uint64,200000000,pgm_hash_eps64_epsrec0,min_max_cutoff,0.001000,10262134,0.051311,9360428,0.046802,1364275,0.006821,4747529190,23.737646,4768516027,23.842580
fb_200M_uint64,200000000,pgm_hash_eps64_epsrec0,min_max_cutoff,0.010000,107238099,0.536190,111868151,0.559341,10778586,0.053893,9730664569,48.653323,9960549405,49.802747
fb_200M_uint64,200000000,pgm_hash_eps64_epsrec0,min_max_cutoff,0.100000,1488303793,7.441519,1281848554,6.409243,104921662,0.524608,19092774076,95.463870,21967848085,109.839240
fb_200M_uint64,200000000,pgm_hash_eps64_epsrec0,min_max_cutoff,1.000000,525976094,2.629880,14566498931,72.832495,976478087,4.882390,28575819320,142.879097,44644772432,223.223862
fb_200M_uint64,200000000,pgm_hash_eps64_epsrec1,min_max_cutoff,0.001000,10359485,0.051797,8909800,0.044549,1129278,0.005646,2709735026,13.548675,2730133589,13.650668
fb_200M_uint64,200000000,pgm_hash_eps64_epsrec1,min_max_cutoff,0.010000,96917041,0.484585,104631916,0.523160,11018488,0.055092,4980054884,24.900274,5192622329,25.963112
fb_200M_uint64,200000000,pgm_hash_eps64_epsrec1,min_max_cutoff,0.100000,1117866817,5.589334,1293870957,6.469355,104175428,0.520877,10675655623,53.378278,13191568825,65.957844
fb_200M_uint64,200000000,pgm_hash_eps64_epsrec1,min_max_cutoff,1.000000,542991601,2.714958,14563327020,72.816635,1117424986,5.587125,26062390070,130.311950,42286133677,211.430668
fb_200M_uint64,200000000,pgm_hash_eps64_epsrec4,min_max_cutoff,0.001000,11565956,0.057830,8795837,0.043979,1179336,0.005897,3243277237,16.216386,3264818366,16.324092
fb_200M_uint64,200000000,pgm_hash_eps64_epsrec4,min_max_cutoff,0.010000,95605010,0.478025,105346682,0.526733,11568598,0.057843,6236333791,31.181669,6448854081,32.244270
fb_200M_uint64,200000000,pgm_hash_eps64_epsrec4,min_max_cutoff,0.100000,1046289881,5.231449,1263372358,6.316862,129132833,0.645664,10083887715,50.419439,12522682787,62.613414
fb_200M_uint64,200000000,pgm_hash_eps64_epsrec4,min_max_cutoff,1.000000,553610730,2.768054,14574703286,72.873516,1082476321,5.412382,19622956003,98.114780,35833746340,179.168732
fb_200M_uint64,200000000,pgm_hash_eps8_epsrec4,min_max_cutoff,0.001000,10182991,0.050915,9383243,0.046916,2399619,0.011998,6201955470,31.009777,6223921323,31.119607
fb_200M_uint64,200000000,pgm_hash_eps8_epsrec4,min_max_cutoff,0.010000,94230131,0.471151,109005596,0.545028,18756196,0.093781,8245107213,41.225536,8467099136,42.335496
fb_200M_uint64,200000000,pgm_hash_eps8_epsrec4,min_max_cutoff,0.100000,1124454765,5.622274,1268136809,6.340684,162371882,0.811859,13674315629,68.371578,16229279085,81.146395
fb_200M_uint64,200000000,pgm_hash_eps8_epsrec4,min_max_cutoff,1.000000,553033231,2.765166,14538897283,72.694486,1454443954,7.272220,29469463054,147.347315,46015837522,230.079188
osm_cellids_200M_uint64,200000000,pgm_eps128_epsrec4,min_max_cutoff,0.001000,20431779,0.102159,9978706,0.049894,4827434,0.024137,6967096917,34.835485,7002334836,35.011674
osm_cellids_200M_uint64,200000000,pgm_eps128_epsrec4,min_max_cutoff,0.010000,92901472,0.464507,111708766,0.558544,15909262,0.079546,9472566312,47.362832,9693085812,48.465429
osm_cellids_200M_uint64,200000000,pgm_eps128_epsrec4,min_max_cutoff,0.100000,1166199626,5.830998,1272932968,6.364665,139165389,0.695827,11142863101,55.714316,13721161084,68.605805
osm_cellids_200M_uint64,200000000,pgm_eps128_epsrec4,min_max_cutoff,1.000000,558184474,2.790922,14772542717,73.862714,1318854643,6.594273,16806266483,84.031332,33455848317,167.279242
osm_cellids_200M_uint64,200000000,pgm_eps16_epsrec4,min_max_cutoff,0.001000,11572337,0.057862,8817220,0.044086,3279216,0.016396,9483715035,47.418575,9507383808,47.536919
osm_cellids_200M_uint64,200000000,pgm_eps16_epsrec4,min_max_cutoff,0.010000,93036912,0.465185,111843862,0.559219,27587176,0.137936,11281305350,56.406527,11513773300,57.568867
osm_cellids_200M_uint64,200000000,pgm_eps16_epsrec4,min_max_cutoff,0.100000,1175696841,5.878484,1439476902,7.197385,181700803,0.908504,16821895533,84.109478,19618770079,98.093850
osm_cellids_200M_uint64,200000000,pgm_eps16_epsrec4,min_max_cutoff,1.000000,589237897,2.946189,14630149888,73.150749,1222095340,6.110477,32241192251,161.205961,48682675376,243.413377
osm_cellids_200M_uint64,200000000,pgm_eps8_epsrec4,min_max_cutoff,0.001000,10917930,0.054590,9435179,0.047176,3854063,0.019270,9851213232,49.256066,9875420404,49.377102
osm_cellids_200M_uint64,200000000,pgm_eps8_epsrec4,min_max_cutoff,0.010000,98116214,0.490581,112142170,0.560711,32903749,0.164519,13882148219,69.410741,14125310352,70.626552
osm_cellids_200M_uint64,200000000,pgm_eps8_epsrec4,min_max_cutoff,0.100000,1417477460,7.087387,1314320321,6.571602,169040431,0.845202,20943349074,104.716745,23844187286,119.220936
osm_cellids_200M_uint64,200000000,pgm_eps8_epsrec4,min_max_cutoff,1.000000,578993897,2.894969,14535985338,72.679927,1372912485,6.864562,33568315814,167.841579,50056207534,250.281038
osm_cellids_200M_uint64,200000000,pgm_hash_eps128_epsrec4,min_max_cutoff,0.001000,11451261,0.057256,8782024,0.043910,2580958,0.012905,6827531922,34.137660,6850346165,34.251731
osm_cellids_200M_uint64,200000000,pgm_hash_eps128_epsrec4,min_max_cutoff,0.010000,101579912,0.507900,111381692,0.556908,19531216,0.097656,9544433052,47.722165,9776925872,48.884629
osm_cellids_200M_uint64,200000000,pgm_hash_eps128_epsrec4,min_max_cutoff,0.100000,1454254694,7.271273,1303378804,6.516894,138841699,0.694208,11613396463,58.066982,14509871660,72.549358
osm_cellids_200M_uint64,200000000,pgm_hash_eps128_epsrec4,min_max_cutoff,1.000000,547088741,2.735444,14444449272,72.222246,921715474,4.608577,15899339087,79.496695,31812592574,159.062963
osm_cellids_200M_uint64,200000000,pgm_hash_eps16_epsrec4,min_max_cutoff,0.001000,11296467,0.056482,9454124,0.047271,2862036,0.014310,9111125669,45.555628,9134738296,45.673691
osm_cellids_200M_uint64,200000000,pgm_hash_eps16_epsrec4,min_max_cutoff,0.010000,126536565,0.632683,112569504,0.562848,12410907,0.062055,10518378845,52.591894,10769895821,53.849479
osm_cellids_200M_uint64,200000000,pgm_hash_eps16_epsrec4,min_max_cutoff,0.100000,1469308368,7.346542,1292275444,6.461377,184468964,0.922345,15484484549,77.422423,18430537325,92.152687
osm_cellids_200M_uint64,200000000,pgm_hash_eps16_epsrec4,min_max_cutoff,1.000000,557093374,2.785467,14594951800,72.974759,1195090338,5.975452,28275136814,141.375684,44622272326,223.111362
osm_cellids_200M_uint64,200000000,pgm_hash_eps16_epsrec0,min_max_cutoff,0.001000,10960761,0.054804,8811909,0.044060,1796183,0.008981,11508537757,57.542689,11530106610,57.650533
osm_cellids_200M_uint64,200000000,pgm_hash_eps16_epsrec0,min_max_cutoff,0.010000,103885653,0.519428,110118296,0.550591,15525966,0.077630,15691511867,78.457559,15921041782,79.605209
osm_cellids_200M_uint64,200000000,pgm_hash_eps16_epsrec0,min_max_cutoff,0.100000,1394168288,6.970841,1277714961,6.388575,114838614,0.574193,23505571660,117.527858,26292293523,131.461468
osm_cellids_200M_uint64,200000000,pgm_hash_eps16_epsrec0,min_max_cutoff,1.000000,594911066,2.974555,14952542124,74.762711,1054644591,5.273223,40396502507,201.982513,56998600288,284.993001
osm_cellids_200M_uint64,200000000,pgm_hash_eps16_epsrec1,min_max_cutoff,0.001000,10117333,0.050587,9381200,0.046906,1819803,0.009099,10654217207,53.271086,10675535543,53.377678
osm_cellids_200M_uint64,200000000,pgm_hash_eps16_epsrec1,min_max_cutoff,0.010000,106029280,0.530146,112266014,0.561330,17151484,0.085757,14124033228,70.620166,14359480006,71.797400
osm_cellids_200M_uint64,200000000,pgm_hash_eps16_epsrec1,min_max_cutoff,0.100000,1575431824,7.877159,1353504632,6.767523,123599915,0.618000,22757013783,113.785069,25809550154,129.047751
osm_cellids_200M_uint64,200000000,pgm_hash_eps16_epsrec1,min_max_cutoff,1.000000,547822781,2.739114,14679770901,73.398855,1028734263,5.143671,39950790407,199.753952,56207118352,281.035592
osm_cellids_200M_uint64,200000000,pgm_hash_eps256_epsrec0,min_max_cutoff,0.001000,11432668,0.057163,8856590,0.044283,1715532,0.008578,5817933843,29.089669,5839938633,29.199693
osm_cellids_200M_uint64,200000000,pgm_hash_eps256_epsrec0,min_max_cutoff,0.010000,147617572,0.738088,113794580,0.568973,13674068,0.068370,9012352907,45.061765,9287439127,46.437196
osm_cellids_200M_uint64,200000000,pgm_hash_eps256_epsrec0,min_max_cutoff,0.100000,1351635762,6.758179,1318044397,6.590222,111713767,0.558569,12213996657,61.069983,14995390583,74.976953
osm_cellids_200M_uint64,200000000,pgm_hash_eps256_epsrec0,min_max_cutoff,1.000000,593132398,2.965662,14903949562,74.519748,895821226,4.479106,19663563826,98.317819,36056467012,180.282335
osm_cellids_200M_uint64,200000000,pgm_hash_eps256_epsrec1,min_max_cutoff,0.001000,12104927,0.060525,9082022,0.045410,1696069,0.008480,7782304293,38.911521,7805187311,39.025937
osm_cellids_200M_uint64,200000000,pgm_hash_eps256_epsrec1,min_max_cutoff,0.010000,92093373,0.460467,104930247,0.524651,15557100,0.077786,9854589724,49.272949,10067170444,50.335852
osm_cellids_200M_uint64,200000000,pgm_hash_eps256_epsrec1,min_max_cutoff,0.100000,1089582273,5.447911,1285328761,6.426644,108140341,0.540702,13230204441,66.151022,15713255816,78.566279
osm_cellids_200M_uint64,200000000,pgm_hash_eps256_epsrec1,min_max_cutoff,1.000000,592714326,2.963572,14901133071,74.505665,962283178,4.811416,18827857432,94.139287,35283988007,176.419940
osm_cellids_200M_uint64,200000000,pgm_hash_eps256_epsrec4,min_max_cutoff,0.001000,13163493,0.065817,9416095,0.047080,2312518,0.011563,6510828910,32.554145,6535721016,32.678605
osm_cellids_200M_uint64,200000000,pgm_hash_eps256_epsrec4,min_max_cutoff,0.010000,93144885,0.465724,104730335,0.523652,14271293,0.071356,9228271228,46.141356,9440417741,47.202089
osm_cellids_200M_uint64,200000000,pgm_hash_eps256_epsrec4,min_max_cutoff,0.100000,1082426810,5.412134,1310067106,6.550336,107089391,0.535447,11253325080,56.266625,13752908387,68.764542
osm_cellids_200M_uint64,200000000,pgm_hash_eps256_epsrec4,min_max_cutoff,1.000000,591012549,2.955063,15121231003,75.606155,1058617122,5.293086,16063032936,80.315165,32833893610,164.169468
osm_cellids_200M_uint64,200000000,pgm_hash_eps4_epsrec0,min_max_cutoff,0.001000,9942403,0.049712,8776498,0.043882,1893130,0.009466,13818408116,69.092041,13839020147,69.195101
osm_cellids_200M_uint64,200000000,pgm_hash_eps4_epsrec0,min_max_cutoff,0.010000,111612062,0.558060,105260835,0.526304,17461100,0.087306,20684368295,103.421841,20918702292,104.593511
osm_cellids_200M_uint64,200000000,pgm_hash_eps4_epsrec0,min_max_cutoff,0.100000,1060050164,5.300251,1264743533,6.323718,146298110,0.731491,36111011258,180.555056,38582103065,192.910515
osm_cellids_200M_uint64,200000000,pgm_hash_eps4_epsrec0,min_max_cutoff,1.000000,569777652,2.848888,14586575993,72.932880,1261929012,6.309645,62885919846,314.429599,79304202503,396.521013
osm_cellids_200M_uint64,200000000,pgm_hash_eps4_epsrec1,min_max_cutoff,0.001000,11231923,0.056160,9410210,0.047051,2287723,0.011439,13307280991,66.536405,13330210847,66.651054
osm_cellids_200M_uint64,200000000,pgm_hash_eps4_epsrec1,min_max_cutoff,0.010000,104757624,0.523788,104653838,0.523269,19328661,0.096643,18326618482,91.633092,18555358605,92.776793
osm_cellids_200M_uint64,200000000,pgm_hash_eps4_epsrec1,min_max_cutoff,0.100000,1322044213,6.610221,1315858792,6.579294,145174509,0.725873,33873401521,169.367008,36656479035,183.282395
osm_cellids_200M_uint64,200000000,pgm_hash_eps4_epsrec1,min_max_cutoff,1.000000,582510019,2.912550,14870377977,74.351890,1429619769,7.148099,57784938651,288.924693,74667446416,373.337232
osm_cellids_200M_uint64,200000000,pgm_hash_eps4_epsrec4,min_max_cutoff,0.001000,10830337,0.054152,8917847,0.044589,2705483,0.013527,10145269937,50.726350,10167723604,50.838618
osm_cellids_200M_uint64,200000000,pgm_hash_eps4_epsrec4,min_max_cutoff,0.010000,90370093,0.451850,104600832,0.523004,21751724,0.108759,14291650744,71.458254,14508373393,72.541867
osm_cellids_200M_uint64,200000000,pgm_hash_eps4_epsrec4,min_max_cutoff,0.100000,1361645415,6.808227,1265963180,6.329816,148814838,0.744074,25731071348,128.655357,28507494781,142.537474
osm_cellids_200M_uint64,200000000,pgm_hash_eps4_epsrec4,min_max_cutoff,1.000000,622677515,3.113388,15637411431,78.187057,1505354380,7.526772,48969680356,244.848402,66735123682,333.675618
osm_cellids_200M_uint64,200000000,pgm_hash_eps64_epsrec0,min_max_cutoff,0.001000,10336084,0.051680,8937996,0.044690,1813041,0.009065,8428763141,42.143816,8449850262,42.249251
osm_cellids_200M_uint64,200000000,pgm_hash_eps64_epsrec0,min_max_cutoff,0.010000,105403740,0.527019,111857503,0.559288,14759709,0.073799,11872030658,59.360153,12104051610,60.520258
osm_cellids_200M_uint64,200000000,pgm_hash_eps64_epsrec0,min_max_cutoff,0.100000,1393885007,6.969425,1314498956,6.572495,102657667,0.513288,17639508199,88.197541,20450549829,102.252749
osm_cellids_200M_uint64,200000000,pgm_hash_eps64_epsrec0,min_max_cutoff,1.000000,607566662,3.037833,14877214146,74.386071,999356895,4.996784,27145435127,135.727176,43629572830,218.147864
osm_cellids_200M_uint64,200000000,pgm_hash_eps64_epsrec1,min_max_cutoff,0.001000,11256696,0.056283,8756407,0.043782,1719483,0.008597,7810588087,39.052940,7832320673,39.161603
osm_cellids_200M_uint64,200000000,pgm_hash_eps64_epsrec1,min_max_cutoff,0.010000,99205776,0.496029,104744255,0.523721,14889993,0.074450,10231624493,51.158122,10450464517,52.252323
osm_cellids_200M_uint64,200000000,pgm_hash_eps64_epsrec1,min_max_cutoff,0.100000,1081923382,5.409617,1307957290,6.539786,113033230,0.565166,14955298933,74.776495,17458212835,87.291064
osm_cellids_200M_uint64,200000000,pgm_hash_eps64_epsrec1,min_max_cutoff,1.000000,572387926,2.861940,14464325484,72.321627,949914816,4.749574,20865421175,104.327106,36852049401,184.260247
osm_cellids_200M_uint64,200000000,pgm_hash_eps64_epsrec4,min_max_cutoff,0.001000,11097312,0.055487,9404975,0.047025,1351208,0.006756,6976432943,34.882165,6998286438,34.991432
osm_cellids_200M_uint64,200000000,pgm_hash_eps64_epsrec4,min_max_cutoff,0.010000,111168013,0.555840,104715407,0.523577,15236378,0.076182,9930586975,49.652935,10161706773,50.808534
osm_cellids_200M_uint64,200000000,pgm_hash_eps64_epsrec4,min_max_cutoff,0.100000,1108719503,5.543598,1284569322,6.422847,109566533,0.547833,14361340757,71.806704,16864196115,84.320981
osm_cellids_200M_uint64,200000000,pgm_hash_eps64_epsrec4,min_max_cutoff,1.000000,576905656,2.884528,15182610721,75.913054,1023032038,5.115160,24879301715,124.396509,41661850130,208.309251
osm_cellids_200M_uint64,200000000,pgm_hash_eps8_epsrec4,min_max_cutoff,0.001000,10135311,0.050677,9390469,0.046952,2980277,0.014901,9729932358,48.649662,9752438415,48.762192
osm_cellids_200M_uint64,200000000,pgm_hash_eps8_epsrec4,min_max_cutoff,0.010000,91450542,0.457253,106119500,0.530598,31037396,0.155187,13372337411,66.861687,13600944849,68.004724
osm_cellids_200M_uint64,200000000,pgm_hash_eps8_epsrec4,min_max_cutoff,0.100000,1396801039,6.984005,1292065388,6.460327,184785537,0.923928,20972535968,104.862680,23846187932,119.230940
osm_cellids_200M_uint64,200000000,pgm_hash_eps8_epsrec4,min_max_cutoff,1.000000,563073762,2.815369,14606257435,73.031287,1114840763,5.574204,32673480266,163.367401,48957652226,244.788261
wiki_ts_200M_uint64,90437011,pgm_eps128_epsrec4,min_max_cutoff,0.001000,4833211,0.053443,3996758,0.044194,41270638,0.456347,1564900982,17.303767,1615001589,17.857751
wiki_ts_200M_uint64,90437011,pgm_eps128_epsrec4,min_max_cutoff,0.010000,42076861,0.465262,44721673,0.494506,7688616,0.085016,2689352454,29.737299,2783839604,30.782083
wiki_ts_200M_uint64,90437011,pgm_eps128_epsrec4,min_max_cutoff,0.100000,447103209,4.943808,554610562,6.132562,71476240,0.790343,2969098118,32.830564,4042288129,44.697277
wiki_ts_200M_uint64,90437011,pgm_eps128_epsrec4,min_max_cutoff,1.000000,246714652,2.728027,6230194254,68.889874,557014029,6.159138,3038900445,33.602398,10072823380,111.379437
wiki_ts_200M_uint64,90437011,pgm_eps16_epsrec4,min_max_cutoff,0.001000,5373256,0.059414,3983902,0.044052,1781549,0.019699,2691894522,29.765408,2703033229,29.888573
wiki_ts_200M_uint64,90437011,pgm_eps16_epsrec4,min_max_cutoff,0.010000,41574868,0.459711,44727871,0.494575,12241986,0.135365,2929490845,32.392610,3028035570,33.482261
wiki_ts_200M_uint64,90437011,pgm_eps16_epsrec4,min_max_cutoff,0.100000,417196785,4.613120,551347403,6.096480,90907171,1.005199,4394429600,48.591053,5453880959,60.305852
wiki_ts_200M_uint64,90437011,pgm_eps16_epsrec4,min_max_cutoff,1.000000,257185016,2.843803,6147619668,67.976812,482158815,5.331432,5270419517,58.277241,12157383016,134.429288
wiki_ts_200M_uint64,90437011,pgm_eps8_epsrec4,min_max_cutoff,0.001000,4491505,0.049664,3722217,0.041158,1848654,0.020441,2800601215,30.967423,2810663591,31.078687
wiki_ts_200M_uint64,90437011,pgm_eps8_epsrec4,min_max_cutoff,0.010000,38484712,0.425542,47513250,0.525374,12783316,0.141350,3084615139,34.107885,3183396417,35.200151
wiki_ts_200M_uint64,90437011,pgm_eps8_epsrec4,min_max_cutoff,0.100000,417829893,4.620121,538920677,5.959072,71193427,0.787216,4686606612,51.821777,5714550609,63.188185
wiki_ts_200M_uint64,90437011,pgm_eps8_epsrec4,min_max_cutoff,1.000000,248869075,2.751850,6181247463,68.348648,550816174,6.090606,5180722422,57.285423,12161655134,134.476527
wiki_ts_200M_uint64,90437011,pgm_hash_eps128_epsrec4,min_max_cutoff,0.001000,4690531,0.051865,3985230,0.044066,1014045,0.011213,1470443964,16.259316,1480133770,16.366461
wiki_ts_200M_uint64,90437011,pgm_hash_eps128_epsrec4,min_max_cutoff,0.010000,38868359,0.429784,47536476,0.525631,7261507,0.080294,2566430414,28.378099,2660096756,29.413807
wiki_ts_200M_uint64,90437011,pgm_hash_eps128_epsrec4,min_max_cutoff,0.100000,412561020,4.561860,533154190,5.895310,59618915,0.659231,2876829370,31.810310,3882163495,42.926712
wiki_ts_200M_uint64,90437011,pgm_hash_eps128_epsrec4,min_max_cutoff,1.000000,263889960,2.917942,6355741695,70.278104,581137469,6.425881,2953996346,32.663578,10154765470,112.285505
wiki_ts_200M_uint64,90437011,pgm_hash_eps16_epsrec4,min_max_cutoff,0.001000,4501110,0.049771,3979456,0.044003,1657203,0.018324,2632655423,29.110376,2642793192,29.222474
wiki_ts_200M_uint64,90437011,pgm_hash_eps16_epsrec4,min_max_cutoff,0.010000,40636517,0.449335,47615831,0.526508,15228795,0.168391,2821909125,31.203034,2925390268,32.347268
wiki_ts_200M_uint64,90437011,pgm_hash_eps16_epsrec4,min_max_cutoff,0.100000,412173471,4.557575,526026379,5.816495,71561513,0.791286,4171747718,46.128766,5181509081,57.294121
wiki_ts_200M_uint64,90437011,pgm_hash_eps16_epsrec4,min_max_cutoff,1.000000,248865239,2.751807,6117120238,67.639567,499845061,5.526997,4666959620,51.604532,11532790158,127.522903
wiki_ts_200M_uint64,90437011,pgm_hash_eps16_epsrec0,min_max_cutoff,0.001000,4345174,0.048046,3968586,0.043882,646977,0.007154,3293790402,36.420823,3302751139,36.519906
wiki_ts_200M_uint64,90437011,pgm_hash_eps16_epsrec0,min_max_cutoff,0.010000,40145691,0.443908,44598703,0.493147,6335687,0.070056,5178548538,57.261385,5269628619,58.268496
wiki_ts_200M_uint64,90437011,pgm_hash_eps16_epsrec0,min_max_cutoff,0.100000,412517195,4.561376,526851136,5.825614,43658432,0.482750,6758071415,74.726833,7741098178,85.596573
wiki_ts_200M_uint64,90437011,pgm_hash_eps16_epsrec0,min_max_cutoff,1.000000,251994994,2.786414,6174483448,68.273856,385671195,4.264528,8534332226,94.367695,15346481863,169.692493
